business_id,name,address,city,county,postcode,state,latitude,longitude,categories
r7ztdVa-n0y64UwkV23BMw,DICK'S Sporting Goods,"3210 Kramer Ln, Domain Crossing",Austin,Travis County,78759-3504,TX,30.3978,-97.7266,"Fitness/Exercise Equipment, Outdoor Gear, Sporting Goods, Hunting & Fishing Supplies, Shopping, Fashion, Sports Wear"
3eupL1WuVAJeMuKM8lrTxw,Atlanta Cyclorama & Civil War Museum,800 Cherokee Ave SE,Atlanta,Fulton County,30312,GA,33.7396419,-84.3717205,"Cinema, Museums, Bikes, Arts & Entertainment, Sporting Goods, Shopping"
gl2I-PFEDQ8TBp0SXno61w,Gun Dog Armory,"16215 State Rd 50, Ste 104A",Clermont,Lake County,34711-6788,FL,28.5474166,-81.6869377,"Shopping, Specialty Schools, Sporting Goods, Gun/Rifle Ranges, Firearm Training, Education, Outdoor Gear, Guns & Ammo, Active Life"
-tjQDwfdHexVQH0BRFx7eQ,1379 Family Sports Shop,2727 Exposition Blvd,Austin,Travis County,78731,TX,30.304173,-97.7639194,"Shoe Stores, Shopping, Local Flavor, Sporting Goods, Active Life, Fashion, Sports Wear"
nDE69jsbNhepE9K9auCHjA,Downtown Celebration Bike Rental,700 Bloom St,Celebration,Osceola County,34747,FL,28.31684,-81.541431,"Active Life, Tours, Sporting Goods, Hotels & Travel, Bike tours, Bike Rentals, Walking Tours, Shopping, Bikes"
biqGTmzDCZUEj-LqRXb2Gw,East Coast Alpine,139 Endicott St,Danvers,Essex County,01923,MA,42.5510997,-70.9335033,"Sporting Goods, Outdoor Gear, Shopping"
OlihzzWVxAmnKaznuIwZaA,Fleet Feet,"16020 SE Mill Plain Blvd, Ste 113",Vancouver,Clark County,98683,WA,45.616904,-122.507311,"Sporting Goods, Fashion, Sports Wear, Shopping, Shoe Stores"
RJKbUwrOodcufoRGujg3Ag,Next Adventure Paddle Sports Center,704 SE Washington St,Portland,Multnomah County,97214,OR,45.5184284,-122.6583543,"Active Life, Rafting/Kayaking, Sporting Goods, Shopping, Outdoor Gear"
jAahsTcdBVWyw6g8T0zRaQ,Alltown Gas Grills & Propane,133 Washington St,Weymouth,Norfolk County,02188,MA,42.2176763,-70.9658485,"Propane, Outdoor Gear, Home & Garden, Shopping, Grilling Equipment, Sporting Goods, Local Services, Appliances"
rj4AXTFRsMh6k7Qz-uZaIA,Lost Creek Country Club,2612 Lost Creek Blvd,Austin,Travis County,78735,TX,30.2754002564,-97.8492689385,"Active Life, Sporting Goods, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces, Country Clubs, Shopping, Golf, Restaurants"
b3nacMG8PR77GNCaI4RBKA,Atlanta Bicycle Barn,151 Sampson St NE,Atlanta,Fulton County,30312,GA,33.7583259,-84.36515,"Bike Rentals, Sporting Goods, Local Services, Bike Repair/Maintenance, Shopping, Active Life, Bikes"
IoFRL2Px8ypQUbJdhSFb2A,Aquatic Adventures,3940 Lyman Dr,Hilliard,Franklin County,43026,OH,40.0334859,-83.127292,"Sporting Goods, Diving, Scuba Diving, Active Life, Specialty Schools, Education, Dive Shops, Recreation Centers, Swimming Lessons/Schools, Fitness & Instruction, Shopping, Swimming Pools"
PZpvQa3FwSNLrlwfKvnaXg,Eddie Bauer,"4047 Gramercy St, Space A-125",Columbus,Franklin County,43230,OH,40.0516627705,-82.9145979153,"Men's Clothing, Sports Wear, Fashion, Women's Clothing, Shopping, Sporting Goods, Shoe Stores"
07VwweSmOMqPuFbi9MO4fw,Cambridge Bicycle,259 Massachusetts Ave,Cambridge,Middlesex County,02238,MA,42.3618351,-71.0973644,"Sporting Goods, Active Life, Bike Rentals, Bikes, Local Services, Shopping, Bike Repair/Maintenance"
lkWlErmiIuFuKgB2696cOA,Heritage Cycles,3449 Grove City Rd,Grove City,Franklin County,43123,OH,39.881766,-83.094517,"Sporting Goods, Bikes, Local Services, Shopping, Bike Repair/Maintenance"
ilrt59Idkz_zo9zIg3WOVQ,Hub Bicycle Company,1036 Cambridge St,Cambridge,Middlesex County,02139-9991,MA,42.3728817742,-71.0952438864,"Shopping, Sporting Goods, Bikes, Local Services, Bike Repair/Maintenance"
kiWTt66-ilNzmNc7EFNF-w,Genuine RV Repair,10777 Hwy 183 S,Austin,Travis County,78747,TX,30.0893962,-97.6936689,"Sporting Goods, Hotels & Travel, Campgrounds, Outdoor Gear, RV Dealers, Tires, Shopping, Automotive, Interior Design, Flooring, RV Repair, Home Services, Auto Repair"
4tfzTWVekCxTaBbWzitOUA,South Shore Divers,99 Bridge St,Weymouth,Norfolk County,02191,MA,42.2427109,-70.9621202,"Sports Wear, Water Parks, Tours, Hotels & Travel, Snorkeling, Diving, Sporting Goods, Active Life, Shopping, Scuba Diving, Fashion"
K2aW2ZOGDXFmCKiAzgJbrg,Tennis Plaza,5540 International Dr,Orlando,Orange County,32819,FL,28.4622731,-81.4550544,"Active Life, Sporting Goods, Fashion, Tennis, Sports Wear, Shopping"
jbFOLPsrCsJr5JmUv6yieA,GNC,"3317 Daniels Rd, Ste 110, Winter Garden Village",Winter Garden,Orange County,34787,FL,28.5207797681,-81.5866113485,"Shopping, Food, Vitamins & Supplements, Specialty Food, Sporting Goods, Health Markets"
jZionaYSGH-_mnSYFAinBg,Lotuspad Yoga Mats,NA,Cambridge,Middlesex County,02139,MA,42.3647559,-71.1032591,"Active Life, Fitness & Instruction, Shopping, Yoga, Sporting Goods"
2o8TUdnpBLQ1sBnGqDmSZw,Nike Portland,638 SW 5th Ave,Portland,Multnomah County,97204,OR,45.5189265174,-122.6772506822,"Shoe Stores, Sporting Goods, Shopping, Fashion, Sports Wear"
MdymiZcIANE6pSaL-Lp7_g,Wheelie Fun Bike Shop,3970 Powell Rd,Powell,Delaware County,43065,OH,40.1612294,-83.0922613,"Local Services, Sporting Goods, Bike Repair/Maintenance, Bikes, Shopping"
3TwOPsq4HvZ1cXDEbEPnFA,Westerville Bike Shop,29 W Main St,Westerville,Franklin County,43081,OH,40.1264355,-82.9329082,"Shopping, Local Services, Bike Repair/Maintenance, Bikes, Sporting Goods"
MXoNxCWJGAJNtBwx7gu8CQ,New Balance Factory Store,15 Stockwell Dr,Avon,Norfolk County,02322,MA,42.1280535,-71.0680693,"Sports Wear, Sporting Goods, Fashion, Outlet Stores, Shoe Stores, Shopping"
wJ_n5SrVbhYo-JK721FoPw,DICK'S Sporting Goods,"4304 Easton Gateway Dr, Easton Town Center",Columbus,Franklin County,43219,OH,40.054711181,-82.905259459,"Golf Equipment, Shopping, Hunting & Fishing Supplies, Fitness/Exercise Equipment, Sports Wear, Outdoor Gear, Fashion, Shoe Stores, Sporting Goods"
iSP3cEcB8BZhzREvjUPRpg,Tursi Soccer,8805 SW Canyon Ln,Portland,Washington County,97225,OR,45.4985762,-122.7671125,"Sporting Goods, Shopping"
XoUdor54JP7wRLG00oiVuA,Loose Cannon Golf Studio,"1323 NW 16th Ave, Ste 1007",Portland,Multnomah County,97209,OR,45.52564662,-122.6808063844,"Golf Equipment Shops, Golf Lessons, Fashion, Golf, Sporting Goods, Active Life, Fitness & Instruction, Shopping, Sports Wear, Golf Equipment"
8DzESE63I1DHe7oO82YR1w,Poler Stuff,413 SW 10th Ave,Portland,Multnomah County,97205,OR,45.5218833,-122.6816587,"Women's Clothing, Sports Wear, Men's Clothing, Outdoor Gear, Fashion, Sporting Goods, Shopping"
Ir3phKQZr9mpFTsjZLhkVQ,Winter Park Cycles,835 Bennett Rd,Orlando,Orange County,32803,FL,28.556432,-81.333049,"Shopping, Bikes, Local Services, Bike Repair/Maintenance, Sporting Goods, Active Life"
w9U3cBvEJFTvqLQSQD6_OQ,City Sports,"261 19th St, Ste 1170",Atlanta,Fulton County,30363,GA,33.793438,-84.3951671,"Shopping, Sporting Goods, Sports Wear, Fashion, Active Life"
2CAizPvJYuMLe6wczDLzJQ,Title Nine,1335 NW Kearney St,Portland,Multnomah County,97209,OR,45.529525,-122.684621,"Fashion, Sporting Goods, Sports Wear, Accessories, Women's Clothing, Shopping"
aBS6PPWkCM13N7dE8ZN2_g,The Bike Doctor,579 W St,Louisville,Boulder County,80027,CO,39.9729020426,-105.1359148341,"Shopping, Local Services, Bike Repair/Maintenance, Sporting Goods, Bikes"
3xLN0qYrccIF8cfqDSm5sw,SEE,1276 Massachusetts Ave.,Cambridge,Middlesex County,02138,MA,42.3726319937,-71.116805,"Eyewear & Opticians, Health & Medical, Optometrists, Sporting Goods, Shopping, Medical Supplies, Outdoor Gear"
b75e5_hWQOdeQjNT_nOIQw,Duluth Trading Company,12300 N Parker Ave,Portland,Multnomah County,97217,OR,45.6126489902,-122.681018,"Shopping, Sporting Goods, Men's Clothing, Fashion, Women's Clothing, Accessories, Outdoor Gear"
oOAREDH5ZEjgb7j41FskUg,REI,2235 NW Allie Ave,Hillsboro,Washington County,97124,OR,45.5372945,-122.8780702,"Bikes, Outdoor Gear, Sports Wear, Shopping, Sporting Goods, Fashion"
kL7m3SjwYSYia9RBMvPmxg,Wholesale Sports,9401 SE 82nd Ave,Portland,Clackamas County,97086,OR,45.4548301,-122.5805874,"Shopping, Outdoor Gear, Sporting Goods"
e1CcDWhpdiZb8AAhBeUO3w,Kohl's,13609 N Interstate 35,Austin,Travis County,78753,TX,30.4206733,-97.6707856,"Fashion, Sports Wear, Men's Clothing, Sporting Goods, Beauty & Spas, Shoe Stores, Baby Gear & Furniture, Women's Clothing, Cosmetics & Beauty Supply, Department Stores, Shopping"
PXbvMqJBEIaZvyEfmIj9Fg,Club Champion,924 Great Plain Ave,Needham,Norfolk County,02192,MA,42.2801496,-71.234977,"Sporting Goods, Shopping, Golf Equipment, Golf Equipment Shops"
XlIxz-Tb1LONdbF322GENg,J Mode,17 Front St,Salem,Essex County,01970-3980,MA,42.520435,-70.894286,"Women's Clothing, Jewelry, Fashion, Sporting Goods, Accessories, Shopping, Sports Wear"
VHuPU6I50oVXdCPMdPd3cg,Bicycle South,2098 N Decatur Rd,Decatur,DeKalb County,30033-5367,GA,33.7911562446,-84.305611,"Bikes, Local Services, Shopping, Bike Repair/Maintenance, Active Life, Sporting Goods, Bike Rentals"
ZFTwstcHJa9jXSCwMuURkQ,The Ski Monster,60 Canal St,Boston,Suffolk County,02102,MA,42.3635511,-71.0595499,"Shopping, Sporting Goods, Outdoor Gear"
YTLvCKzYNofA8C3PIGJs9w,Crank House Cycles,"12801 Shops Pkwy, Ste 300",Bee Cave,Travis County,78738,TX,30.3046599,-97.9421647,"Mountain Biking, Sporting Goods, Bikes, Shopping, Active Life"
QZdT6oBgIUYR7yg3ERYGhQ,Frank's Spoke 'n' Wheel,119 Boston Post Rd,Sudbury,Middlesex County,01778,MA,42.3629543,-71.3947302,"Bikes, Shopping, Bike Rentals, Sporting Goods, Active Life"
dZaGLxQIGp-sCDRSrfwtiA,The Duck Store,"70 NW Couch St, Ste 102",Portland,Multnomah County,97209,OR,45.5234124,-122.6709941,"Colleges & Universities, Education, Sports Wear, Bookstores, Books, Mags, Music & Video, Fashion, Shopping, Sporting Goods"
kT7OxCBLhNJivjstJIIVVQ,DICK'S Sporting Goods,1140 N Hayden Meadows Dr,Portland,Multnomah County,97217,OR,45.5941,-122.677,"Sports Wear, Fashion, Outdoor Gear, Shopping, Sporting Goods, Fitness/Exercise Equipment, Golf Equipment"
Zz2uFDDwVK8nU4bh2Zlodw,Fleet Feet,"303 E Altamonte Dr, 1140",Altamonte Springs,Seminole County,32701,FL,28.6637164318,-81.3817559928,"Shoe Stores, Shopping, Massage Therapy, Sporting Goods, Health & Medical, Sports Wear, Fashion"
yL7B-DIQBbT2-qbeC_QesQ,Gear-Up Sports,5831 NW Cornelius Pass Rd,Hillsboro,Washington County,97124,OR,45.562526,-122.897689,"Fashion, Sports Wear, Shopping, Sporting Goods"
RivpJCcpMGPiuW6devNb9w,Big 5 Sporting Goods,5420 SE 82nd Ave,Portland,Multnomah County,97266,OR,45.4831154,-122.577341,"Shopping, Sporting Goods"
waTGIKv9lP4O9_yr33I5yg,UFCU Disch-Falk Field,1300 E Martin Luther King Jr Blvd,Austin,Travis County,78722,TX,30.279304,-97.7264907,"Shopping, Fashion, Religious Organizations, Stadiums & Arenas, Sports Wear, Local Flavor, Arts & Entertainment, Sporting Goods"
cjHzF2pxek5uB3sn6XvhRA,Sports Authority,3320 N 28Th,Boulder,Boulder County,80301,CO,40.0349154,-105.2582758,"Fashion, Shopping, Outdoor Gear, Sporting Goods, Sports Wear"
b8Jpg69EzZfeoXgmkoH2YA,Big 5 Sporting Goods,12339 SE Stark St,Portland,Multnomah County,97233,OR,45.5193493,-122.5364624,"Shopping, Sporting Goods"
zjWwkXZnXr1YMzqQFLBhZg,JD Pence Swim Shop,10234 SW Park Way,Portland,Washington County,97225,OR,45.5077041,-122.7809525,"Sporting Goods, Shopping, Sports Wear, Fashion"
kkuKSbpOrbh8qhx-HTHS8g,Falling Skies Corp,"2390 FM 2001, Unit A",Buda,Hays County,78610,TX,30.0530654,-97.803981,"Shopping, Outdoor Gear, Sporting Goods, Hunting & Fishing Supplies, Guns & Ammo"
Hvc7flgPGLAYK4RCq-zJng,Planet Fitness,480 Boston Rd,Billerica,Middlesex County,01821,MA,42.556133,-71.263029,"Fashion, Active Life, Sports Wear, Fitness & Instruction, Sporting Goods, Shopping, Sports Clubs, Gyms, Trainers"
2GbhzSOynnC3KODE1cgewQ,Heritage Golf Links,4445 Britt Rd,Tucker,Gwinnett County,30084,GA,33.8794658779,-84.2068615846,"Golf Lessons, Active Life, Nightlife, Bars, Venues & Event Spaces, Golf, Golf Equipment, Shopping, Event Planning & Services, Restaurants, Sports Bars, American (Traditional), American (New), Fitness & Instruction, Sporting Goods, Sandwiches"
ogKdzank-g_9NfpxScfxFA,Dave's Bike Infirmary,440 Granite Ave,Milton,Norfolk County,02170,MA,42.2566818,-71.0400267,"Shopping, Sporting Goods, Bikes"
rSfvQXzvgCwpg8Xi2aN0Fg,Rainbow Play Systems of Texas,10624 Ranch Rd 620 N,Austin,Travis County,78726,TX,30.446111,-97.832341,"Sporting Goods, Shopping, Home Services, Home & Garden"
Reps0fPR_wjjOswOYb-OpQ,Nett Strings Co,15 Merrimac St,Woburn,Middlesex County,01801,MA,42.5091163,-71.1567576,"Sporting Goods, Active Life, Tennis, Shopping"
QokmCWjgYqiRi5YMMr_7Ww,Freewheeling Bicycles,2401 San Gabriel St,Austin,Travis County,78705,TX,30.288516,-97.7474639,"Active Life, Bikes, Shopping, Sporting Goods"
6o_c7xI9gkW2JaYRKvfhSw,THE Soccer Corner,9900 S I-35,Austin,Travis County,78748,TX,30.1557405293,-97.79326917,"Sports Wear, Sporting Goods, Sports Clubs, Active Life, Soccer, Fashion, Shopping"
C5pb23pl-4W5KANwOBEI1A,Fisherman's Marine & Outdoor,10355 SW Cascade Ave,Tigard,Washington County,97223,OR,45.446383,-122.783018,"Boating, Sporting Goods, Hunting & Fishing Supplies, Active Life, Shopping, Outdoor Gear"
j7k_Ij0zm95AS6cLw-6vGw,Athleta,540 Legacy Pl,Dedham,Norfolk County,02026-6100,MA,42.2323219,-71.1776509,"Sporting Goods, Department Stores, Sports Wear, Shopping, Fashion"
S_wR-8WYXxlsMZdF_iO9gQ,Este's Men's Clothing,1633 NW Glisan St,Portland,Multnomah County,97209,OR,45.5266776,-122.6879303,"Sports Wear, Accessories, Men's Clothing, Sporting Goods, Shopping, Clothing Rental, Fashion, Personal Shopping, Shoe Stores"
s9QA47WCi0K8IEb5jtuPdQ,Outer Limits ProShop,148 Centre St,Holbrook,Norfolk County,02343,MA,42.1597198,-71.0254939,"Firearm Training, Sporting Goods, Active Life, Hunting & Fishing Supplies, Shopping, Education, Outdoor Gear, Gun/Rifle Ranges, Guns & Ammo, Specialty Schools, Archery"
KRfcIUQF-AzzgrpVqfMg0Q,Kohl's,8500 SE Sunnyside Rd,Clackamas,Clackamas County,97015,OR,45.4320918,-122.5751986,"Department Stores, Home Decor, Men's Clothing, Shopping, Women's Clothing, Fashion, Shoe Stores, Sports Wear, Sporting Goods, Home & Garden"
u54RTYX1a5EvVdog6dlAMw,Nike Company Store,3485 SW Knowlton Rd,Beaverton,Washington County,97005,OR,45.4957853,-122.8191658,"Fashion, Shoe Stores, Sports Wear, Sporting Goods, Shopping"
_XyU5QUdROq21bgU36_x1Q,City Sports,55 Boylston Street,Chestnut Hill,Middlesex County,02467,MA,42.3225323,-71.170519,"Sports Wear, Sporting Goods, Fashion, Outdoor Gear, Shopping, Fitness/Exercise Equipment"
e6X4LpzbUxWemy9G5evYyQ,Dubsdread Golf Course,549 W Par St,Orlando,Orange County,32804,FL,28.5827022,-81.3870745,"Active Life, Golf Lessons, Shopping, Golf, Sporting Goods, Fitness & Instruction, Golf Equipment"
FNEPhtwqTNtaGoYeAYCpdA,Johnny Velo Bikes,4231 N High St,Columbus,Franklin County,43214,OH,40.0481924445,-83.0205013056,"Local Services, Mountain Biking, Bikes, Bike Repair/Maintenance, Active Life, Shopping, Sporting Goods"
AOQB_DBNZj_8ErPgI2kMiw,Boston Bicylce,842 Beacon St,Boston,Suffolk County,02215,MA,42.3473916,-71.1033889,"Sporting Goods, Bike Rentals, Active Life, Shopping, Bikes"
4H4NDGB8OjxiJLEDE5wTvA,Bike Gallery,9347 SE 82nd Ave,Happy Valley,Clackamas County,97086,OR,45.4556968862,-122.580491066,"Sporting Goods, Bikes, Local Services, Shopping, Bike Repair/Maintenance"
VBHlYYwC1s2INuy43pAvUA,DAS Outfitters,"5001 Peachtree Rd, Ste 530",Chamblee,DeKalb County,30341,GA,33.8846019712,-84.3149333996,"Accessories, Sports Wear, Fashion, Outdoor Gear, Sporting Goods, Shopping"
ScY5Jq0MTJQjN0HjGvIYQQ,Lone Star Awards & Trophies,6400 N Lamar Blvd,Austin,Travis County,78757,TX,30.3320736,-97.7228741,"Shopping, Engraving, Sporting Goods, Local Services, Trophy Shops"
NOEOtIicwH6xxc2_FPPCMg,adidas Outlet,"8200 Vineland Ave, Ste 350",Orlando,Orange County,32821,FL,28.387928,-81.4929875,"Sporting Goods, Shopping, Fashion, Sports Wear, Outlet Stores, Shoe Stores"
Suana4Ev8st8tUfyTMQC6Q,Play It Again Sports,2122 N Decatur Rd,Decatur,DeKalb County,30032,GA,33.7907961,-84.3053,"Discount Store, Sports Wear, Used, Vintage & Consignment, Sporting Goods, Fitness/Exercise Equipment, Golf Equipment, Fashion, Shopping"
jv9GA5lWpkz1PEXq1ZaWWg,SKECHERS Retail,"4400 Ashford-Dunwoody Rd, Ste 1035",Atlanta,DeKalb County,30346,GA,33.923028,-84.33998,"Shopping, Fashion, Sporting Goods, Shoe Stores, Women's Clothing, Men's Clothing"
KaOyNjhVEGkhfcOqhiRtHg,Freedom Folding Bikes,3125 28th St,Boulder,Boulder County,80304,CO,40.031409,-105.2585489,"Bikes, Sporting Goods, Shopping, Bike Repair/Maintenance, Local Services"
1i_aocGorMNDle-bd-3amw,Movin' Easy Dancewear,404 W 30th St,Austin,Travis County,78705,TX,30.2961835,-97.7406263,"Fashion, Arts & Entertainment, Sports Wear, Dance Wear, Shopping, Sporting Goods"
H8Tbnd2Vt59-nwzt2q4CGQ,Retrogression,2315 SE 11th Ave,Portland,Multnomah County,97214,OR,45.5061922,-122.6550446,"Shopping, Sporting Goods, Bikes"
VLC7rcEMdOC5XWL8bNRpJg,Barton Creek Fitting Studio,8511 Carranzo Dr,Austin,Travis County,78735,TX,30.271526,-97.876996,"Sporting Goods, Golf Equipment, Shopping"
rKEqroMvJMs0LNBU3tPVrQ,Nettle Props,825 Wagon Trl,Austin,Travis County,78758,TX,30.3781151,-97.6908961,"Professional Services, Boat Repair, Local Services, Active Life, Shopping, Boating, Sporting Goods, Appliances & Repair"
g3h8fWdmOlMqNSTGcmv4qw,Banana Republic,1245 Worcester Rd,Natick,Middlesex County,01760,MA,42.300501,-71.385392,"Sports Wear, Fashion, Women's Clothing, Shopping, Accessories, Men's Clothing, Sporting Goods"
gcHllHImGjZnAF5jcmAl4A,Title Nine,1801 Pearl St,Boulder,Boulder County,80306,CO,40.0196889,-105.2719821,"Sports Wear, Sporting Goods, Fashion, Shopping"
KUGU4K20KUCIQOmpB1X6SA,Nike Atlanta,"3393 Peachtree Rd NE, Ste 3070",Atlanta,Fulton County,30326,GA,33.84635,-84.363589,"Shopping, Fashion, Sports Wear, Sporting Goods, Shoe Stores"
1W68jGVf2YicFqVl4KamZw,Belmont Wheelworks,480 Trapelo Rd,Belmont,Middlesex County,02178,MA,42.387209,-71.1892711,"Bike Repair/Maintenance, Shopping, Sporting Goods, Active Life, Bike Rentals, Local Services, Bikes"
8wmDcTKLzXjZYAAOiEKBEw,Woodway Darts & Supplies Inc.,1198 Broadway,Somerville,Middlesex County,02140,MA,42.4040561914,-71.1288296431,"Sporting Goods, Shopping"
rwLqUals7Xt_i6bw3zEEDA,Waterloo Cycles,"2815 Fruth St, Ste  A",Austin,Travis County,78705,TX,30.294579,-97.741826,"Shopping, Bike Repair/Maintenance, Sporting Goods, Bikes, Bike Rentals, Local Services, Active Life"
YZ0JqDON1fZYJR7pLsO0Tg,Luke's Locker,"115 Sandra Muraida Way, Ste 102",Austin,Travis County,78701,TX,30.26826,-97.755085,"Shopping, Shoe Stores, Sporting Goods, Fashion, Watches, Sports Wear"
EmGb5PZrHX9sck32kwwDZw,Oregon Bike Shop,418 SE 81st Ave,Portland,Multnomah County,97215,OR,45.5195596,-122.5802946,"Bikes, Shopping, Sporting Goods, Bike Rentals, Active Life"
dPDx14kgo6-kIQ7d-ZV5rA,Beef 'O' Brady's,14807 E Colonial Dr,Orlando,Orange County,32828,FL,28.5664130576,-81.1653077602,"Shopping, Sporting Goods, Bars, American (Traditional), Nightlife, Sports Wear, Fashion, Pubs, Sports Bars, Restaurants"
nFLdU8e38mb73Wtav4gMUg,Sugar Wheel Works,2323 N Williams Ave,Portland,Multnomah County,97227,OR,45.5397647229,-122.6669856582,"Local Flavor, Bikes, Shopping, Automotive, Tires, Sporting Goods"
2oq3VAhhwEPR2L3VpsNpHw,Mountain High Outfitters,675 Ponce De Leon Ave,Atlanta,Fulton County,30308,GA,33.7725223,-84.3659676,"Outdoor Gear, Sporting Goods, Shopping"
GBLqUGcSKvQzFHyB8WpZlg,Boulder Bicycle Works,2886 Bluff St,Boulder,Boulder County,80304,CO,40.027144,-105.256431,"Active Life, Sporting Goods, Bikes, Bike Repair/Maintenance, Bike Rentals, Local Services, Shopping"
aCd0H6xDcays645WCp0E4w,Sun & Ski Sports,406 Washington St,Woburn,Middlesex County,01801,MA,42.5027869,-71.126468,"Home & Garden, Furniture Stores, Shopping, Sporting Goods, Fashion, Outdoor Gear, Sports Wear, Ski & Snowboard Shops, Outdoor Furniture Stores, Bikes"
b7Dz-Gy0NWT_uZehpSN1Nw,R & M Marine Boat Sales,17280 Boones Ferry Rd,Lake Oswego,Clackamas County,97034,OR,45.4314462,-122.7026092,"Active Life, RV Parks, Self Storage, Graphic Design, Sporting Goods, Boat Repair, Boat Dealers, Boating, Hotels & Travel, Local Services, Shopping, Professional Services, Automotive"
Kb0xsvNgxzSI4504iIQRLw,Marathon Sports,255 Washington St,Wellesley,Norfolk County,02481-3120,MA,42.3135447,-71.2736388,"Shopping, Sporting Goods, Shoe Stores, Sports Wear, Fashion, Active Life"
I0H_TqfZNgZc_M0Q-4OaDQ,DICK'S Sporting Goods,1201 Broadway,Saugus,Essex County,01906,MA,42.4613,-71.0289,"Fashion, Shopping, Sports Wear, Outdoor Gear, Fitness/Exercise Equipment, Sporting Goods, Hunting & Fishing Supplies, Shoe Stores"
fklpEze4zr4CabS1zOYnUg,American Eagle Outfitters,8700 NE Vancouver Mall Dr,Vancouver,Clark County,98662,WA,45.65835,-122.584048,"Fashion, Sports Wear, Sporting Goods, Shopping"
HvKG4JEaQtsXadrWLkBLlA,Disc Nation,"2110 W Slaughter Ln, Ste 174",Austin,Travis County,78748,TX,30.1742917,-97.8258112,"Disc Golf, Shopping, Sports Wear, Active Life, Fashion, Sporting Goods"
lY2WKzCPE10h7dI232TCgw,Rogue Fitness,1011 Cleveland Ave,Columbus,Franklin County,43224,OH,39.984674,-82.989306,"Active Life, Sports Wear, Fashion, Fitness/Exercise Equipment, Shoe Stores, Sporting Goods, Local Services, Shopping"
13PyMX1yFb_VYgPw47Ooyg,Campers Inn RV of Atlanta,1825 Tucker Industrial Rd,Tucker,DeKalb County,30083-1009,GA,33.8357757,-84.2029282,"Outdoor Gear, Sporting Goods, Hotels & Travel, RV Dealers, Shopping, RV Repair, Automotive, Campgrounds"
ydm3HZMV8sV7L-D_KOeagA,Academy Sports + Outdoors,"801 East William Cannon Dr, Ste 103",Austin,Travis County,78745,TX,30.1890715473,-97.7731356611,"Fashion, Shopping, Outdoor Gear, Fitness/Exercise Equipment, Shoe Stores, Swimwear, Sports Wear, Sporting Goods"
5hIJj2o42gx8t_koM3LXqA,Stand Up Paddle Austin - SUP ATX,2201 Lake Austin Blvd,Austin,Travis County,78703,TX,30.277034,-97.7708992,"Shopping, Paddleboarding, Sporting Goods, Active Life, Boating"
NQVHGCviiLMZdPUTpdmYpQ,"Fit2Run, The Runner's Superstore","4200 Conroy Road, Space H204",Orlando,Orange County,32839,FL,28.485466,-81.432003,"Fashion, Sports Wear, Sporting Goods, Shopping, Shoe Stores"
MdlePZOioLhBqrX2FjsOqg,JackRabbit - Lexington,1728 Massachusetts Ave,Lexington,Middlesex County,02420,MA,42.4470736,-71.227122,"Shoe Stores, Sports Wear, Active Life, Sporting Goods, Fashion, Shopping"
Kuo5Pfrj7ngK6y30cCe4Ng,Rush Paintball,5939 SE 82nd Ave,Portland,Multnomah County,97266,OR,45.4795323,-122.5794033,"Sporting Goods, Pawn Shops, Shopping"
v3XggGyiPva6Q2mEcxCpPQ,Chinook,93 Holland St,Somerville,Middlesex County,02144,MA,42.3989557,-71.1243807,"Sporting Goods, Shopping, Sports Wear, Fashion, Women's Clothing, Men's Clothing"
idOUWUtTk88hsczJ-qHZRQ,Boulder Running Company,2775 Pearl St,Boulder,Boulder County,80302,CO,40.0225241,-105.2591116,"Shopping, Sports Wear, Fashion, Sporting Goods, Shoe Stores"
6PabYgrzNoLiU9x5U27yGg,Austin Tri-Cyclist,923 Barton Springs Rd,Austin,Travis County,78746,TX,30.2595742,-97.754584500000007,"Swimwear, Bike Repair/Maintenance, Sporting Goods, Fashion, Bike Rentals, Local Services, Active Life, Bikes, Shopping"
cm3bhLEFFTcFwKKAVQyKFA,Road Runner Sports,29 NW 23rd Pl,Portland,Multnomah County,97205,OR,45.5244485826,-122.699982,"Fashion, Sports Wear, Shoe Stores, Shopping, Sporting Goods"
PgY2lPy0i4-ufIWWFGh6Uw,Cycle Portland Bike Tours & Rentals,117 Nw 2nd Ave,Portland,Multnomah County,97204,OR,45.5240701,-122.6727243,"Hotels & Travel, Active Life, Bike Repair/Maintenance, Bikes, Shopping, Local Services, Bike Rentals, Tours, Bike tours, Sporting Goods"
PE2Pwdgxxc_WYEBBn285VQ,Performance Bicycle,351 N Orlando Ave,Orlando,Orange County,32789,FL,28.600495,-81.365469,"Sporting Goods, Local Services, Sports Wear, Bike Repair/Maintenance, Mountain Biking, Bikes, Shopping, Active Life, Fashion"
Bw5uiazqlbh4PaVNufxVbg,Joe Bike,2039 SE Cesar E Chavez Blvd,Portland,Multnomah County,97214,OR,45.5081867,-122.6229765,"Bikes, Shopping, Local Services, Sporting Goods, Bike Repair/Maintenance"
